,Unnamed: 0,Title,City,MinSalary,MaxSalary,company,Date,Expirience,Employment,Work_schedule,Descriptions,Duties,Requirements,Terms,Key_skills,Days
45,45,IT Директор,Новосибирск,150000.0,,Отличные наличные,2021-01-11T05:51:43+0300,Более 6 лет,Полная занятость,Полный день,"  Мы – Микрофинансовая Компания ""Отличные наличные"", растём и развиваемся с февраля 2011 года, за это время выросли до масштаба большой федеральной компании. На сегодняшний день Наша компания представлена более 270 офисами на территории более 100 городов России, в нашей команде больше 1800 сотрудников.   ",,   Образование - высшее профильное   Общий стаж в IT - не менее 7 лет   Опыт управления разработкой – не менее 5 лет   Опыт успешной разработки и внедрения крупного ПО   Знания современных технологий разработки   Знания современных методик управления разработкой   Базовое понимание основных языков разработки   Отличные коммуникационные и организаторские способности   Умение работать с динамически изменяемыми входными данными   ,   Работа в федеральной компании с разветвленной региональной сетью   Достойная заработная плата (обсуждается индивидуально)   Трудовой договор в соответствии с ТК РФ   ,,0
46,46,IT Директор,Новосибирск,150000.0,,МКК Ваш инвестор,2021-01-11T06:06:47+0300,От 1 года до 3 лет,Полная занятость,Полный день," Добрый день, наш будущий коллега, мы команда  ""Ваш Инвестор"" , с 2013 года мы выдаем займы под залог автомобилей и спецтехники. Мы работаем в 14 городах России и это не предел, мы растем и развиваемся. ",,,, Управление проектами; Информационная безопасность; Информационные технологии; Управление персоналом; Клиентоориентированность;,0
47,47,IT-рекрутер,Новосибирск,47500.0,103750.0,2ГИС,2021-01-11T06:34:53+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  § 2ГИС    Международная IT-компания с 20-летним опытом на рынке. Работаем в 1200 городах России, Украины, Казахстана, ОАЭ и ещё в семи странах. Главный офис — в Новосибирске. Здесь работает 1000 человек.​ ",,"   Совокупный опыт в рекрутменте от 3х лет и опыт на позиции старшего/ведущего it-рекрутера не менее 1 года;   Владение инструментами и технологиями сорсинга it-специалистов;   Знания и навыки проведения различных видов интервью;   Опыт работы в качестве наставника/куратора/координатора 2х и более рекрутеров;   Навыки ведения переговоров с позиции win-win;   Готовность к интенсивному темпу работы и режиму многозадачности;   Высокий уровень самостоятельности, проактивности и нацеленности на результат;   Владение навыками HR-аналитики будет большим плюсом.   ",, Подбор персонала; Управление персоналом; Мотивация персонала; Обучение и развитие;,0
48,48,IT manager,Новосибирск,30000.0,30000.0,ГК «ВИЗАВИ Консалт»,2021-01-11T09:31:22+0300,От 1 года до 3 лет,Полная занятость,Полный день, В крупную международную производственную компанию (агро продукция) приглашаем  регионального менеджера   CRM.  ,"   Сбор и аудит маркетинговой информации о рынке АПК России из внешних и внутренних источников: Базы данных о клиентах, BMI   Техническое сопровождение CRM системы Salesforce.com на уровне региона (не It, сопровождение на уровне пользователей)   Координация технической поддержки с CRM менеджерами – получение запросов об ошибках и передача в IS.   Обучение сотрудников работе в CRM системе Salesforce. сom   Поддержка и обновление мастер данных системы Salesforce.com   Подготовка различной аналитики на базе имеющихся данных, выгрузка отчетов и данных для маркетинговых задач, построение прогнозов.   Выполнение задач, поставленных в рамках национальных и региональных кампаний   Ответственность за сегментацию регионального потребительского рынка, тесное сотрудничество с управляющими территориальными подразделениями, территориальными менеджерами и менеджерами по продажам в выборе целевых потребителей и грамотном планировании деятельности   Поддержка региональных маркетинговых мероприятий   ","   Высшее образование (предпочтительней маркетинговое)   Опыт работы с любыми CRM системами в любой сфере бизнеса   владение Excel на уровне excellent !!!   Высокие аналитические способности   Внимание к деталям, ориентация на анализ, качество и процесс   Отличные навыки коммуникации – позиция предусматривает большее время работы с сотрудниками   Высокая обучаемость и возможность обучать   Английский язык (разговорный и письменный) будет преимуществом.   Готовность пройти тестирование на знание Excel   ","   Место работы: Москва, ст.м. Павелецкая, график работы  7.00-16.00 , Новосибирск или Екатеринбург (график работы 9.00 – 18.00)   Оклад (обсуждается индивидуально с успешными кандидатами) + годовой бонус   Компенсация питания   Расширенный оплачиваемый отпуск (35 дней в году)   ДМС + страхование жизни   Участие в пенсионной программе компании   ", Английский язык; CRM; MS PowerPoint; Аналитические исследования; MS Visio;,0
49,49,IT-рекрутер,Новосибирск,47500.0,103750.0,2ГИС,2021-01-11T06:34:58+0300,От 1 года до 3 лет,Полная занятость,Полный день,  § Почему открыта вакансия:  ,,   Законченное высшее образование;   Опыт работы в подборе персонала не менее 1 года;   Умение работать с большим объёмом информации;   Умение самостоятельно организовывать свою работу и быть нацеленным на конечный результат;   Желание развиваться в области управления персонала.   ,, Подбор персонала; Управление персоналом; Работа в команде; Прямой поиск; Рекрутмент;,0
50,50,IT-рекрутер,Новосибирск,60000.0,103750.0,VSEMAYKI.RU,2021-01-09T14:42:47+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Мы - молодая, динамичная, активная, развивающаяся компания.  ","     подбор IT-специалистов;       лидирование проектов в части адаптации, развития, оценки и мотивации;       организация внутренних и внешних IT-мероприятий;       участие в формировании и укреплении внешнего и внутреннего IT HR-бренда;       выстраивание и развитие сети контактов и поддержание взаимоотношений с ключевыми игроками IT-рынка (networking);       участие в командообразующих мероприятиях;       взаимозаменяемость с коллегами в HR.     ",,   , Подбор персонала; Английский язык; Рекрутмент; Коучинг; Адаптация; Управление талантами; Внутренние коммуникации; Социальные сети; Урегулирование конфликтов; Обучение и развитие; Мотивация персонала;,0
51,51,IT-рекрутер,Новосибирск,47500.0,103750.0,GDC (ICL Services),2021-01-13T16:59:13+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Мы ищем профессионального ИТ рекрутера, имеющего успешный опыт закрытия вакансий разного уровня в сфере ИТ.   ",,,  Экология и благотворительность  , Подбор персонала; Рекрутмент; Оценка кандидатов; Телефонное интервью; Executive Search; Headhunting; IT Recruitment; Работа с людьми;,0
52,52,Project manager,Новосибирск,70000.0,126000.0,Siberian Wellness,2020-12-30T05:41:56+0300,От 1 года до 3 лет,Полная занятость,Полный день," Мы ищем крутого менеджера IT проектов, связанных с внутренними процессами и продуктами компании. Необходимо организовать работу и ресурсы проектов в указанные сроки. ",,,"   График работы: понедельник-пятница рабочие дни, ненормированный рабочий день.   Постоянный профессиональный рост.   Размер заработной платы определяется по итогам собеседования. Периодический пересмотр заработной платы по итогам работы.   Работа в офисе, возможна частично удаленная работы (2-3 дня в неделю).   ", Управление проектами; Управление командой; Управление качеством; Внутренние коммуникации; Деловая коммуникация; Анализ рисков; Организаторские навыки; Проектный менеджмент;,0
53,53,IT manager,Новосибирск,30000.0,30000.0,Magora Systems,2020-12-30T11:52:24+0300,Нет опыта,Полная занятость,Полный день,"  MAGORA SYSTEMS — аутсорсинговая компания-разработчик программного обеспечения, мобильных и web приложений.  ",,    Идеальный  письменный английский.   ,, Английский язык; Деловая переписка;,0
54,54,Sales manager,Новосибирск,42833.0,73333.0,Magora Systems,2020-12-30T11:55:47+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Magora Systems  is an aggressively growing company that has been developing turnkey software services to customers in Europe, North America and Australia for the last decade. ",,,, Negotiation skills; Английский язык; Customer Service; Sales Skills; B2B Продажи; Business English; Деловая переписка; Ведение переговоров; Активные продажи; Развитие продаж; Поиск и привлечение клиентов;,0
55,55,Project manager,Новосибирск,40000.0,126000.0,Скиф-Карго,2020-12-28T15:25:36+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Крупная федеральная транспортно-экспедиционная компания ""Скиф-Карго"", работает на рынке грузоперевозок с 1994 года.  ",   Прием входящих звонков от пользователей;   Консультирование пользователей;   Регистрация и оформление заявок в системе;   Классификация обращений по категориям;   Техническая поддержка пользователей. Обработка обращений пользователей в системе Service Desk. Обслуживание оргтехники.   ,,   Фиксированный оклад;   График работы 5/2 (09:00-18:00);   Официальное оформление по ТК РФ;    Адрес: ул. Толмачевская 43/1 корпус 6.    ,,0
56,56,IT Директор,Новосибирск,150000.0,,Линдекс Сибирь,2020-12-29T06:04:04+0300,От 3 до 6 лет,Полная занятость,Полный день,"  Приглашаем на работу ИТ специалиста с опытом работы   в   к  ачестве  Начальника службы информатизации, Директора IT-департамента либо Директора по IT, который разбирается в технике + знает информационные потоки + оптимизирует потоки увеличивая скорость получения и обращения информации, а также с высокими управленческими, лидерскими качествами, с широким кругозором, уверенность в себе, способность убеждать, способность вдохновлять людей, объединяя их во имя общей цели! ","   Разработка и реализация стратегии компании в сфере цифровой трансформации;   Построение единой и скоординированной IT архитектуры;   Разработка и реализация новых бизнес-процессов;         Обеспечение решений по выбору программных продуктов и оборудования для автоматизации бизнес-задач;       Внедрение - ЭДО , настройка Директума , донастройка интеграции с Диадок, настройка интеграции с 1С;       Сопровождение разработанных и внедрённых программ, разработка инструкций по работе с ними;       Информационная безопасность и управление IT рисками;     Формирование цифровой культуры организации.   ",,   , Администрирование серверов Windows; Управление проектами; Информационные технологии; Оптимизация бизнес-процессов; MySQL; ERP-системы на базе 1С; RPC; PAP; L2TP; ASCII; EBCDIC; Управление цифровой трансформацией;,0
57,57,IT-рекрутер,Новосибирск,47500.0,103750.0,Брокеркредитсервис,2020-12-25T11:17:39+0300,От 1 года до 3 лет,Полная занятость,Полный день," Наша  команда , Финансовая группа БКС, открывает конкурс на позицию Ведущего менеджера по подбору. ",,,   , Информационные технологии; Работа в команде; Рекрутмент; Обучение и развитие; Умение работать в команде;,0
58,58,IT-рекрутер,Новосибирск,47500.0,103750.0,Центр финансовых технологий,2020-12-24T16:57:20+0300,От 1 года до 3 лет,Полная занятость,Полный день," Объявляем конкурс на вакансию Менеджер по подбору персонала/ IT рекрутера в ЦФТ, крупнейшего IT-разработчика в финансовой сфере. ","   размещение объявлений о вакансиях в интернете;   работа в системах (HRMS, Jira, Confluence);   работа с откликами (телефонные собеседования, переписка, организация личных собеседований);   поиск резюме в открытых источниках, соцсетях, IT-сообществах, форумах;   обратная связь кандидатам, организация трудоустройства, сбор рекомендаций на трудоустраиваемых кандидатов;   адаптация новых сотрудников, закрытие испытательных сроков;   самостоятельное закрытие вакансий, работа с бизнес-подразделениями, руководителями;   участие в проектах Блока ""Управление персоналом"" (студенческие программы, оценка персонала и другие).   ","   высшее образование;   опыт работы ресечером/ менеджером по подбору персонала (ИТ или продажи) от 1 года в кадровом агентстве или крупной компании;   опыт проведения собеседований личных и по телефону, сбора рекомендаций;   опыт поиска резюме в профессиональных соцсетях, сообществах и форумах обязателен;   внимательность, инициативность, проактивность;   коммуникабельность, грамотная речь;   позитивный настрой, доброжелательность;   умение работать в режиме многозадачности;   кандидаты без опыта работы в подборе персонала не рассматриваются.   ",,,0
59,59,IT Инженер,Новосибирск,,,Автотрейд,2020-12-23T11:24:32+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"     Развитие и поддержание работоспособности глобальной сети компании.       Настройка, администрирование маршрутизаторов Cisco.       Установка, настройка, администрирование proxy серверов SQUID на базе ОС Linux.       Администрирование программной АТС Asterisk на базе ОС CentOS.       Поддержание в актуальном состоянии базы данных конфигурационных единиц.       Администрирование серверов GITLAB, AWX, DOCKER, ansible.       Развёртывание и администрирование сервиса OpenVPN       Составление технической документации     ","     Знание сетевого стека tcp/ip, DNS, DHCP, NAT, PROXY, основные принципы работы сетевого оборудования, коммутаторов, маршрутизаторов, протоколы динамической маршрутизации (ospf, igrp) , туннели GRE, DMVPN, VPN, IPSEC.       Опыт администрирования активного сетевого оборудования, серверов на базе Linux, Windows, Hyper-V       Опыт администрирования proxy серверов SQUID, маршрутизаторов, коммутаторов предпочтительно Cisco (другие вендоры тоже подойдут)       Знание протокола SIP и опыт работы с softswitch Asterisk приветствуется       Так же приветствуется знание языков python, YAML и написание скриптов на bash.       Стрессоустойчивость, коммуникабельность, инициативность, креативность.     ",   Работа в динамично развивающейся компании   Официальное трудоустройство   Дружный коллектив   Пятидневная рабочая неделя   Своевременная выплата заработной платы (2 раза в месяц и без задержек)   ЗП оговаривается с успешными кандидатами на собеседовании   Компенсация сотовой связи   Частичная оплата питания.   ," Linux; SIP; Python; Git; Perl; Asterisk; L1,L2,L3; TCP/IP; Zabbix; Администрирование сетевого оборудования; Cisco; Hyper-V; VMware;",0
60,60,Project manager,Новосибирск,66666.0,126000.0,Новосибирскэнергосбыт,2020-12-24T08:06:00+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   Обеспечение бесперебойной работы информационных систем   Мониторинга инфраструктуры и информационных систем   Контроль, участие в составлении технической документации по обслуживаемым информационным системам и инфраструктуре   Контроль поддержания документации по восстановлению информационных систем и инфраструктуре в актуальном состоянии   Взаимодействие с подрядными организациями   Автоматизация ИТ-процессов. Внедрение IaC   Участие в построении DevOps процессов   Взаимодействие с подразделениями по исправлению выявленных ошибок в ИС   Закупка оборудования.   ","   Высшее техническое образование.   Опыт руководства отделом (минимум 3 человека)   Постановка задач, декомпозиция, контроль исполнения   Опыт работы с подрядными организациями   Опыт поддержки систем находящихся в процессе постоянной доработки, взаимодействия с разработчиками.   Знания по администрированию инфраструктурных решений, сетевого и серверного оборудования;   Понимание общих принципов построения Баз Данных. Опыт администрирования MSSQL   Виртуализация VmWare, Proxmox   Понимание современных принципов разработки программного обеспечения, доставки ПО в продакшн.   Работа с облачными ЦОД.   Коммуникабельность, умение корректно общаться с пользователями;   Желание обучаться;      Дополнительно - будет очень круто, если есть опыт:    С Docker, Kubermetes, Gitlab CI/CD     ","   Работа в стабильной и надежной Компании,АО ""Новосибирскэнергосбыт"" - один из крупнейших работодателей г. Новосибирска.   Интересные задачи, возможность профессионального развития.   График работы: 5/2, с 8 до 17 ч. ( пятница - до 16 ч.). сб, вс- выходные;     Место работы: центр города, ул. Орджоникидзе;     Белая з/плата, социальный пакет.   Компенсация за э/энергию;единовременные выплаты при уходе в ежегодный отпуск; вознаграждение за выслугу лет; возмещение за питание ребенка в ДДУ.   ", MS SQL; Linux; Информационные технологии; MS SQL Server; Руководство коллективом; инфомационные системы;,0
61,61,IT Специалист,Новосибирск,70000.0,107500.0,Золото Селигдара,2020-12-24T11:25:32+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Принимать и своевременно исполнять заявки пользователей в рамках деятельности группы сетевого администрирования.   Отслеживать, исполнять и закрывать назначенные ведущему специалисту заявки в системе ServiceDeskPlus.   Участие в контроле за работой сервисных подрядных организаций в области ИТ.   Принимать, проверять, оформлять и заводит в систему 1С ГДП первичные отчетные документы от субподрядчиков по своему направлению деятельности.   Участие в формировании БП на следующий календарный период по своему направлению деятельности.   Вести реестр информационных ресурсов (далее ИС) компании и владельцев информационных ресурсов.   Обеспечивать бесперебойную работу информационных киосков и медицинских шлюзов.   ",   Высшее профессиональное (техническое).   Наличие сертификатов конфигурирования и администрирования оборудования производителей(будет преимуществом).   Умение настраивать сетевое и серверное оборудование win nix.   ,"   АО «Золото Селигдара» предприятие с круглогодичным режимом работы.   Адрес:   Республика Саха (Якутия), г. Алдан, ул. 26 Пикет.   Официальное трудоустройство в соответствии с ТК РФ.   Бессрочный трудовой договор.   ЗП по итогам собеседования.   Метод работы: традиционный, 5-ти дневная рабочая неделя.   Возможность компенсации аренды жилья для иногородних.   Работникам выдается специальная одежда (зимняя/летняя).   Социальный пакет:   Предусмотрены все гарантированные действующим трудовым законодательством РФ льготы и надбавки для работающих в районах Крайнего Севера.   Ежегодный оплачиваемый отпуск –52 календарных дня.   ", Информационные технологии; 1С: Документооборот; Английский язык; Чтение технической литературы; Серверное оборудование;,0
62,62,IT-рекрутер,Новосибирск,50000.0,65000.0,ИнСистем,2020-12-21T09:52:19+0300,От 1 года до 3 лет,Полная занятость,Полный день,  Чем предстоит заниматься:  ,,,, Пользователь ПК; Умение работать в команде; Поиск информации в интернет; Оперативный поиск информации в сети Интернет; Прямой поиск;,0
63,63,IT Аналитик,Новосибирск,40000.0,40000.0,Интеллект-Технологии,2020-12-18T06:41:41+0300,От 3 до 6 лет,Полная занятость,Удаленная работа, Требуется аналитик для долгосрочной и перспективной работы в команде web-разработчиков. ,"   анализ бизнес-процессов в предметной области и согласование с техпроцессами   разработка и доработка проектной документации (от руководства пользователя до маппингов, xml-схем и UML-моделирования)   составление ЧТЗ с доведением до алгоритма/сценария/прототипа (задача  ⇒   изучение отраслевой документации  ⇒  блок-схема  ⇒  UML )   непосредственное участие в тестировании ПО (выявление ошибки  ⇒  задача разработчикам)   участие во внедрении ПО и работа с обращениями пользователей (анализ обращения  ⇒  задача разработчикам)   ","   знание SQL на уровне написания запросов   знание Excel на продвинутом уровне(макросы, функции обработки данных)   высокий уровень ответственности   постоянно на связи   ",   удаленная работа   прием в штат или работа по договору   индивидуальные условия обсуждаемы   , SQL; Анализ бизнес-процессов; Анализ предметной области; XML; Atlassian Jira; MS Excel; Аналитика; Бизнес-анализ; Системный анализ; Базы данных;,0
64,64,HR manager,Новосибирск,40000.0,105000.0,NAN Agency,2020-12-15T08:05:34+0300,От 1 года до 3 лет,Полная занятость,Полный день, Привет! Мы «NANagency» – интегратор IT-решений для Startup и крупных организаций. , Рекрутинг: , • Высшее образование; ,,,0
65,65,IT-рекрутер,Новосибирск,30000.0,103750.0,ВЕЛВЕТЕК Системз,2020-12-17T10:44:39+0300,От 1 года до 3 лет,Полная занятость,Гибкий график,  Velvetech –  это международная компания с 15-летней историей разработки передовых программных и аппаратных продуктов для компаний по всему миру. Компания Velvetech Systems является официальным партнером Microsoft уровня Gold по компетенции Application Development. ,,,, Подбор персонала; Рекрутмент;,0
66,66,Sales manager,Новосибирск,42833.0,73333.0,ANCOR,2020-12-14T21:17:56+0300,От 1 года до 3 лет,Полная занятость,Полный день, , - Выполнение плановых показателей на территории Сибири и Дальнего Востока; ,,," Ведение переговоров; Управление продажами; Поиск и привлечение клиентов; Реализация, внедрение IT-проектов; Внедрение решений;",0
67,67,IT-рекрутер,Новосибирск,70000.0,150000.0,МКК Русинтерфинанс,2020-12-16T12:15:28+0300,От 3 до 6 лет,Полная занятость,Полный день, Привет! ,,,, Подбор персонала; Прямой поиск; Оценка кандидатов; Аналитические способности; Адаптация персонала;,0
68,68,Ресечер,Новосибирск,,,ОТР,2020-12-11T09:26:56+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа,"  Компания ОТР  («Организационно-Технологические Решения 2000») – одна из крупнейших ИТ-компаний России, входящая в Топ-10 рейтинга CNews Analytics «Крупнейшие поставщики ИТ-решений для госсектора 2019». ","   Поиск резюме IT специалистов во всех доступных интернет- источниках (в том числе рабочие сайты и мессенджеры -hh, linkedin, telegram);   Общение с соискателями (переписка, проведение телефонных интервью)   Наполнение и поддержание базы кандидатов в актуальном состоянии   Ведение отчётности   ","   Опыт работы ресечером/рекрутером в ИТ от 1 года   Знание boolean и xray запросов   Умение работать в режиме многозадачности   Коммуникабельность, нацеленность на результат   ",,,0
69,69,Project manager,Новосибирск,120000.0,126000.0,Первый Бит,2020-12-08T19:03:25+0300,Нет опыта,Полная занятость,Полный день,  Первый Бит  - международный интегратор эффективных ИТ-решений. ,,"   быть Амбициозным ""Если быть, то быть Первым!"".   быть профессионалом или прикладывающим максимум усилий по тому, чтобы стать профессионалом ""Если быть, то быть Лучшим"".   получать удовольствие от того, что Клиенту получает ценность от нашей работы ""Если быть, то быть Нужным"".   быть честным, открытым, гибким ""Если быть, то быть Настоящим"".   ",,,0
